,country,year,sex,suicides_no,population,suirate
465,Belgium,2001,male,1582.0,4735804.0,33.405098690739734
466,Belgium,2002,female,579.0,4997263.0,11.58634236380995
467,Belgium,2002,male,1497.0,4761307.0,31.44094678204955
468,Belgium,2003,female,554.0,5019283.0,11.03743303575431
469,Belgium,2003,male,1537.0,4784839.0,32.122292933994224
470,Belgium,2004,female,537.0,5041684.0,10.651203050409347
471,Belgium,2004,male,1450.0,4806338.0,30.16849834530988
472,Belgium,2005,female,552.0,5068873.0,10.889994679290643
473,Belgium,2005,male,1477.0,4832141.0,30.566161045383403
474,Belgium,2006,female,540.0,5099439.0,10.589400128131741
475,Belgium,2006,male,1395.0,4863263.0,28.68444499094538
476,Belgium,2007,female,537.0,5131909.0,10.463942365306945
477,Belgium,2007,male,1320.0,4898357.0,26.94781127631163
478,Belgium,2008,female,547.0,5165996.0,10.58847122607141
479,Belgium,2008,male,1452.0,4934854.0,29.42336287963129
480,Belgium,2009,female,554.0,5201848.0,10.650061285912237
481,Belgium,2009,male,1459.0,4971518.0,29.34717323763084
482,Belgium,2010,female,563.0,5220704.0,10.783986221015404
483,Belgium,2010,male,1450.0,4990467.0,29.055397019958253
484,Belgium,2011,female,600.0,5283592.0,11.355910903037175
485,Belgium,2011,male,1488.0,5071534.0,29.340235124126153
486,Belgium,2012,female,541.0,5324724.0,10.160151023790153
487,Belgium,2012,male,1485.0,5117913.0,29.015733561707673
488,Belgium,2013,female,532.0,5362716.0,9.920346331970592
489,Belgium,2013,male,1363.0,5163433.0,26.397166381359067
490,Belgium,2014,female,561.0,5389207.0,10.409694784408913
491,Belgium,2014,male,1338.0,5189641.0,25.782130209006752
492,Belgium,2015,female,552.0,5411388.0,10.200710058121873
493,Belgium,2015,male,1315.0,5212968.0,25.225552890407155
494,Belize,1987,female,0.0,71508.0,0.0
495,Belize,1987,male,4.0,72561.0,5.512603189040945
496,Belize,1989,female,0.0,75955.0,0.0
497,Belize,1989,male,1.0,77133.0,1.296461955323921
498,Belize,1990,female,1.0,78200.0,1.278772378516624
499,Belize,1990,male,2.0,79800.0,2.506265664160401
500,Belize,1991,female,0.0,80300.0,0.0
501,Belize,1991,male,2.0,81900.0,2.442002442002442
502,Belize,1993,female,0.0,84600.0,0.0
503,Belize,1993,male,1.0,86200.0,1.160092807424594
504,Belize,1994,female,1.0,84890.0,1.1779950524207798
505,Belize,1994,male,7.0,85984.0,8.141049497580946
506,Belize,1995,female,1.0,89400.0,1.1185682326621924
507,Belize,1995,male,13.0,91100.0,14.270032930845225
508,Belize,1996,female,0.0,89902.0,0.0
509,Belize,1996,male,8.0,91024.0,8.788890841975743
510,Belize,1997,female,0.0,93242.0,0.0
511,Belize,1997,male,1.0,94408.0,1.059232268451826
512,Belize,1998,female,1.0,96944.0,1.0315233536887276
513,Belize,1998,male,11.0,98164.0,11.205737337516808
514,Belize,1999,female,0.0,100715.0,0.0
515,Belize,1999,male,18.0,101984.0,17.64982742390963
516,Belize,2000,female,4.0,104407.0,3.831160745926997
517,Belize,2000,male,14.0,105702.0,13.244782501750203
518,Belize,2001,female,2.0,108001.0,1.8518347052342108
519,Belize,2001,male,17.0,109278.0,15.556653672285364
520,Belize,2002,female,5.0,111443.0,4.486598530190322
521,Belize,2002,male,9.0,112693.0,7.98629906027881
522,Belize,2003,female,4.0,114846.0,3.4829249603817285
523,Belize,2003,male,8.0,116044.0,6.893936782599703
524,Belize,2004,female,1.0,118344.0,0.8449942540390726
525,Belize,2004,male,19.0,119447.0,15.906636416151096
526,Belize,2005,female,1.0,122040.0,0.8194034742707309
527,Belize,2005,male,11.0,122980.0,8.94454382826476
528,Belize,2006,female,2.0,126053.0,1.5866341935535053
529,Belize,2006,male,9.0,126773.0,7.099303479447516
530,Belize,2007,female,2.0,130126.0,1.5369718580452791
531,Belize,2007,male,6.0,130541.0,4.596257114622992
532,Belize,2008,female,1.0,134214.0,0.7450787548243849
533,Belize,2008,male,10.0,134273.0,7.447513647568759
534,Belize,2009,female,4.0,138240.0,2.8935185185185186
535,Belize,2009,male,11.0,137949.0,7.9739613915287535
536,Belize,2010,female,2.0,142195.0,1.4065192165687963
537,Belize,2010,male,13.0,141601.0,9.180726124815502
538,Belize,2011,female,5.0,146283.0,3.418032170518789
539,Belize,2011,male,28.0,145379.0,19.260003164143377
540,Belize,2012,female,2.0,150029.0,1.3330756053829593
541,Belize,2012,male,16.0,148917.0,10.74424008004459
542,Belize,2013,female,1.0,153570.0,0.6511688480823078
543,Belize,2013,male,16.0,152318.0,10.504339605299439
544,Belize,2014,female,6.0,157090.0,3.8194665478388186
545,Belize,2014,male,18.0,155690.0,11.561436187295266
546,Belize,2015,female,4.0,160712.0,2.488924286923192
547,Belize,2015,male,22.0,159123.0,13.825782570715736
548,Bosnia and Herzegovina,1987,female,122.0,2014100.0,6.057296062757559
549,Bosnia and Herzegovina,1987,male,357.0,1990200.0,17.93789568887549
550,Bosnia and Herzegovina,1988,female,95.0,2033000.0,4.672897196261682
551,Bosnia and Herzegovina,1988,male,333.0,2011400.0,16.555632892512676
552,Bosnia and Herzegovina,1989,female,86.0,2052300.0,4.190420503824977
553,Bosnia and Herzegovina,1989,male,354.0,2032100.0,17.420402539245117
554,Bosnia and Herzegovina,1990,female,87.0,2073000.0,4.196816208393632
555,Bosnia and Herzegovina,1990,male,375.0,2054500.0,18.252616208323193
556,Bosnia and Herzegovina,1991,female,74.0,2090800.0,3.539315094700593
557,Bosnia and Herzegovina,1991,male,457.0,2074500.0,22.0294046758255
558,Bosnia and Herzegovina,2011,female,0.0,1882923.0,0.0
559,Bosnia and Herzegovina,2011,male,5.0,1790389.0,0.27926891865399084
560,Bosnia and Herzegovina,2014,female,70.0,1867562.0,3.748202201586882
561,Bosnia and Herzegovina,2014,male,243.0,1786607.0,13.601200487852113
562,Brazil,1987,female,1163.0,62069011.0,1.873720849201222
563,Brazil,1987,male,3509.0,60753456.0,5.77580310822153
564,Brazil,1988,female,1139.0,63544932.0,1.7924324791157225
565,Brazil,1988,male,3327.0,62156362.0,5.352629872385388
566,Brazil,1989,female,1071.0,65017542.0,1.6472477535370378
567,Brazil,1989,male,3392.0,63552766.0,5.337297199621492
568,Brazil,1990,female,1214.0,66465881.0,1.826501028399819
569,Brazil,1990,male,3589.0,64921672.0,5.528200197924662
570,Brazil,1991,female,1195.0,67955648.0,1.758499896873914
571,Brazil,1991,male,3961.0,66326202.0,5.971998818807687
572,Brazil,1992,female,1174.0,69362826.0,1.692549262626641
573,Brazil,1992,male,4033.0,67644195.0,5.962078490253303
574,Brazil,1993,female,1187.0,70712639.0,1.678624948504609
575,Brazil,1993,male,4321.0,68902838.0,6.271149527977353
576,Brazil,1994,female,1291.0,72044422.0,1.7919499721990968
577,Brazil,1994,male,4605.0,70144028.0,6.5650635290006445
578,Brazil,1995,female,1401.0,73386017.0,1.9090830341698473
579,Brazil,1995,male,5135.0,71397574.0,7.192121121650436
580,Brazil,1996,female,1398.0,74713439.0,1.8711493122408673
581,Brazil,1996,male,5300.0,72639691.0,7.296286543950194
582,Brazil,1997,female,1417.0,76043898.0,1.8633973760787486
583,Brazil,1997,male,5474.0,73888729.0,7.408437083820998
584,Brazil,1998,female,1445.0,77379095.0,1.8674294394370987
585,Brazil,1998,male,5477.0,75145216.0,7.288554470320506
586,Brazil,1999,female,1226.0,78716968.0,1.5574786874413151
587,Brazil,1999,male,5281.0,76405105.0,6.9118418199935725
588,Brazil,2000,female,1380.0,80053417.0,1.7238489644982924
589,Brazil,2000,male,5383.0,77662574.0,6.931266532577197
590,Brazil,2001,female,1557.0,81325620.0,1.914525828392086
591,Brazil,2001,male,6153.0,78853176.0,7.803109921659972
592,Brazil,2002,female,1694.0,82657227.0,2.049427571529831
593,Brazil,2002,male,6003.0,80104187.0,7.493990295413647
594,Brazil,2003,female,1605.0,84015212.0,1.9103683271072387
595,Brazil,2003,male,6234.0,81381699.0,7.660198885747028
596,Brazil,2004,female,1703.0,85354030.0,1.9952192064041967
597,Brazil,2004,male,6292.0,82639038.0,7.613835001322257
598,Brazil,2005,female,1804.0,86641338.0,2.0821469770007477
599,Brazil,2005,male,6725.0,83842622.0,8.020980069063203
600,Brazil,2006,female,1801.0,87930465.0,2.048209343598945
601,Brazil,2006,male,6817.0,85044257.0,8.015826394955747
602,Brazil,2007,female,1871.0,89134011.0,2.099086509188956
603,Brazil,2007,male,6984.0,86159181.0,8.105926633634088
604,Brazil,2008,female,1918.0,90268233.0,2.124778492119149
605,Brazil,2008,male,7266.0,87203399.0,8.332244021818461
606,Brazil,2009,female,1873.0,91363020.0,2.0500635815234656
607,Brazil,2009,male,7473.0,88206531.0,8.472161772238838
608,Brazil,2010,female,2073.0,92439920.0,2.2425376395825527
609,Brazil,2010,male,7356.0,89189792.0,8.24758061998844
610,Brazil,2011,female,2088.0,93501321.0,2.233123529880396
611,Brazil,2011,male,7734.0,90155120.0,8.57854772973515
612,Brazil,2012,female,2254.0,94517324.0,2.3847480066194002
613,Brazil,2012,male,8041.0,91073891.0,8.82909460846468
614,Brazil,2013,female,2223.0,95499992.0,2.3277488860941475
615,Brazil,2013,male,8290.0,91958860.0,9.014900793681
616,Brazil,2014,female,2233.0,96461733.0,2.314907612120135
617,Brazil,2014,male,8398.0,92823821.0,9.047246611405923
618,Brazil,2015,female,2397.0,97410044.0,2.460731872783057
619,Brazil,2015,male,8766.0,93677041.0,9.35768242295356
620,Brunei Darussalam,1995,female,1.0,124000.0,0.8064516129032258
621,Brunei Darussalam,1995,male,11.0,133600.0,8.233532934131736
622,Brunei Darussalam,1996,female,1.0,128081.0,0.7807559278893825
623,Brunei Darussalam,1996,male,11.0,139044.0,7.91116481113892
624,Brunei Darussalam,1997,female,2.0,132979.0,1.5039968716865069
625,Brunei Darussalam,1997,male,9.0,141843.0,6.345043463547725
626,Brunei Darussalam,1998,female,0.0,138074.0,0.0
627,Brunei Darussalam,1998,male,8.0,144684.0,5.52929142130436
628,Brunei Darussalam,1999,female,0.0,143023.0,0.0
629,Brunei Darussalam,1999,male,2.0,147675.0,1.3543253766717454
630,Brunei Darussalam,2000,female,2.0,147509.0,1.355849473591442
631,Brunei Darussalam,2000,male,3.0,150865.0,1.988532794219998
632,Brunei Darussalam,2001,female,1.0,147422.0,0.6783248090515662
633,Brunei Darussalam,2001,male,3.0,151141.0,1.9849015158031242
634,Brunei Darussalam,2002,female,0.0,144500.0,0.0
635,Brunei Darussalam,2002,male,1.0,158600.0,0.6305170239596469
636,Brunei Darussalam,2003,female,1.0,144900.0,0.6901311249137336
637,Brunei Darussalam,2003,male,4.0,157900.0,2.53324889170361
638,Brunei Darussalam,2004,female,1.0,154000.0,0.6493506493506493
639,Brunei Darussalam,2004,male,2.0,170800.0,1.17096018735363
640,Brunei Darussalam,2005,female,1.0,158600.0,0.6305170239596469
641,Brunei Darussalam,2005,male,6.0,176800.0,3.3936651583710407
642,Brunei Darussalam,2006,female,4.0,163300.0,2.449479485609308
643,Brunei Darussalam,2006,male,6.0,184600.0,3.2502708559046587
644,Brunei Darussalam,2007,female,1.0,166935.0,0.5990355527600563
645,Brunei Darussalam,2007,male,9.0,175779.0,5.1200655368388714
646,Brunei Darussalam,2008,female,3.0,168764.0,1.777630300301012
647,Brunei Darussalam,2008,male,6.0,178785.0,3.355986240456414
648,Brunei Darussalam,2009,female,2.0,170638.0,1.1720718714471572
649,Brunei Darussalam,2009,male,0.0,181690.0,0.0
650,Brunei Darussalam,2010,female,0.0,179000.0,0.0
651,Brunei Darussalam,2010,male,5.0,200000.0,2.5
652,Brunei Darussalam,2011,female,0.0,183100.0,0.0
653,Brunei Darussalam,2011,male,5.0,204500.0,2.444987775061125
654,Brunei Darussalam,2012,female,0.0,178100.0,0.0
655,Brunei Darussalam,2012,male,8.0,190600.0,4.197271773347325
656,Brunei Darussalam,2013,female,2.0,180669.0,1.1069967731044064
657,Brunei Darussalam,2013,male,2.0,192692.0,1.0379258090631682
658,Brunei Darussalam,2014,female,2.0,183384.0,1.0906076866029752
659,Brunei Darussalam,2014,male,3.0,195272.0,1.5363185710188865
660,Brunei Darussalam,2015,female,2.0,186156.0,1.0743677345881948
661,Brunei Darussalam,2015,male,5.0,197924.0,2.526222186293729
662,Bulgaria,1987,female,429.0,4243200.0,10.110294117647058
663,Bulgaria,1987,male,1063.0,4132200.0,25.724795508445865
664,Bulgaria,1988,female,427.0,4254300.0,10.036903838469314
665,Bulgaria,1988,male,1025.0,4135500.0,24.785394752750573
666,Bulgaria,1989,female,419.0,4264900.0,9.824380407512486
667,Bulgaria,1989,male,1041.0,4138300.0,25.155256989585094
668,Bulgaria,1990,female,403.0,4276100.0,9.424475573536634
669,Bulgaria,1990,male,920.0,4142400.0,22.209347238315953
670,Bulgaria,1991,female,383.0,4286600.0,8.934820137171652
671,Bulgaria,1991,male,1001.0,4145300.0,24.147830072612358
672,Bulgaria,1992,female,411.0,4098100.0,10.029037846807057
673,Bulgaria,1992,male,1108.0,3943400.0,28.097580767865296
674,Bulgaria,1993,female,447.0,4082700.0,10.948636931442428
675,Bulgaria,1993,male,1023.0,3918300.0,26.108261235739988
676,Bulgaria,1994,female,416.0,4084700.0,10.184346463632581
677,Bulgaria,1994,male,1048.0,3910800.0,26.797586171627287
678,Bulgaria,1995,female,413.0,4083800.0,10.113129928008227
679,Bulgaria,1995,male,1020.0,3900100.0,26.153175559601035
680,Bulgaria,1996,female,415.0,4077600.0,10.177555424759662
681,Bulgaria,1996,male,1111.0,3885700.0,28.59201688241501
682,Bulgaria,1997,female,463.0,4066800.0,11.38487262712698
683,Bulgaria,1997,male,1002.0,3867100.0,25.91088929688914
684,Bulgaria,1998,female,448.0,4053500.0,11.052177130874552
685,Bulgaria,1998,male,1055.0,3846000.0,27.431097243889756
686,Bulgaria,1999,female,342.0,4040600.0,8.464089491659655
687,Bulgaria,1999,male,965.0,3826000.0,25.222164140094094
688,Bulgaria,2000,female,382.0,4025070.0,9.490518177323624
689,Bulgaria,2000,male,1001.0,3804025.0,26.314232950624667
690,Bulgaria,2001,female,363.0,3903375.0,9.299644538380248
691,Bulgaria,2001,male,951.0,3688551.0,25.78248206409509
692,Bulgaria,2002,female,336.0,3882319.0,8.654621116914916
693,Bulgaria,2002,male,981.0,3662091.0,26.787974411340407
694,Bulgaria,2003,female,292.0,3859538.0,7.565672368039905
695,Bulgaria,2003,male,800.0,3633628.0,22.016563060390332
696,Bulgaria,2004,female,267.0,3839994.0,6.953135864274788
697,Bulgaria,2004,male,746.0,3607569.0,20.678745160522226
698,Bulgaria,2005,female,255.0,3821459.0,6.672844062961293
699,Bulgaria,2005,male,727.0,3582592.0,20.292570295473222
700,Bulgaria,2006,female,225.0,3801651.0,5.9184812072439055
701,Bulgaria,2006,male,752.0,3556857.0,21.1422612716789
702,Bulgaria,2007,female,239.0,3780854.0,6.32132317196062
703,Bulgaria,2007,male,663.0,3531620.0,18.77325420062181
704,Bulgaria,2008,female,245.0,3760046.0,6.515877731283075
705,Bulgaria,2008,male,694.0,3507465.0,19.786369928138985
706,Bulgaria,2009,female,206.0,3737231.0,5.512102409511213
707,Bulgaria,2009,male,662.0,3482586.0,19.008862954138102
708,Bulgaria,2010,female,210.0,3708966.0,5.661955380556198
709,Bulgaria,2010,male,649.0,3453774.0,18.791038440847608
710,Bulgaria,2011,female,158.0,3642960.0,4.337132441750664
711,Bulgaria,2011,male,605.0,3413567.0,17.723396083920427
712,Bulgaria,2012,female,199.0,3581679.0,5.556053459843833
713,Bulgaria,2012,male,673.0,3377973.0,19.923190623489294
714,Bulgaria,2013,female,148.0,3562523.0,4.15435914378658
715,Bulgaria,2013,male,573.0,3358121.0,17.063113568570042
716,Bulgaria,2014,female,172.0,3545030.0,4.851863030778301
717,Bulgaria,2014,male,552.0,3338844.0,16.532668192943426
718,Cabo Verde,2011,female,5.0,227672.0,2.1961418180540426
719,Cabo Verde,2011,male,37.0,224507.0,16.480555171999093
720,Canada,1987,female,799.0,12093900.0,6.6066364034761325
721,Canada,1987,male,2792.0,11704200.0,23.854684643119565
722,Canada,1988,female,776.0,12241100.0,6.339299572750815
723,Canada,1988,male,2734.0,11839500.0,23.092191393217618
724,Canada,1989,female,796.0,12391400.0,6.423810061817067
725,Canada,1989,male,2695.0,11977000.0,22.50146113383986
726,Canada,1990,female,705.0,12566700.0,5.610064694788608
727,Canada,1990,male,2673.0,12137700.0,22.02229417434934
728,Canada,1991,female,718.0,12911600.0,5.560890981752842
729,Canada,1991,male,2875.0,12478800.0,23.039074269961855
730,Canada,1992,female,786.0,13378100.0,5.875273768322856
731,Canada,1992,male,2922.0,13076300.0,22.345770592598825
732,Canada,1993,female,789.0,13621300.0,5.792398669730495
733,Canada,1993,male,3014.0,13323400.0,22.62185328069412
734,Canada,1994,female,780.0,13780100.0,5.660336282029884
735,Canada,1994,male,2968.0,13465900.0,22.04085876176119
736,Canada,1995,female,812.0,13973500.0,5.810999391705729
737,Canada,1995,male,3156.0,13645000.0,23.129351410773175
738,Canada,1996,female,848.0,14021900.0,6.047682553719539
739,Canada,1996,male,3093.0,13684700.0,22.601883855692854
740,Canada,1997,female,767.0,14212200.0,5.3967717876190875
741,Canada,1997,male,2914.0,13872900.0,21.00498093405128
742,Canada,1998,female,774.0,14355306.0,5.39173459625312
743,Canada,1998,male,2925.0,14017230.0,20.86717561172928
744,Canada,1999,female,850.0,14510412.0,5.857862616168307
745,Canada,1999,male,3224.0,14171231.0,22.750317174280767
746,Canada,2000,female,808.0,14673903.0,5.506374139177559
747,Canada,2000,male,2798.0,14334662.0,19.519120855448143
748,Canada,2001,female,823.0,14797866.0,5.56161273524169
749,Canada,2001,male,2871.0,14464189.0,19.849021607779047
750,Canada,2002,female,799.0,14988425.0,5.330780252094533
751,Canada,2002,male,2851.0,14653689.0,19.4558516971392
752,Canada,2003,female,862.0,15148489.0,5.690336508149427
753,Canada,2003,male,2903.0,14810344.0,19.601165239646022
754,Canada,2004,female,879.0,15313862.0,5.739897616943394
755,Canada,2004,male,2734.0,14970104.0,18.263066175091367
756,Canada,2005,female,886.0,15472731.0,5.726203085932276
757,Canada,2005,male,2857.0,15124359.0,18.89005676207501
758,Canada,2006,female,817.0,15611840.0,5.23320761678316
759,Canada,2006,male,2695.0,15291122.0,17.62460596416666
760,Canada,2007,female,884.0,15780064.0,5.602005162970189
761,Canada,2007,male,2727.0,15462567.0,17.636140234671256
762,Canada,2008,female,928.0,15951344.0,5.817691600156075
763,Canada,2008,male,2777.0,15637297.0,17.758823663706075
764,Canada,2009,female,901.0,16124701.0,5.587700509919533
765,Canada,2009,male,2989.0,15812656.0,18.902580312883554
766,Canada,2010,female,970.0,16299214.0,5.951207217722278
767,Canada,2010,male,2981.0,15986926.0,18.64648651028972
768,Canada,2011,female,947.0,16464148.0,5.751891929057003
769,Canada,2011,male,2781.0,16151270.0,17.21846022015606
770,Canada,2012,female,954.0,16639395.0,5.7333815322011406
771,Canada,2012,male,2972.0,16321801.0,18.208774877233218
772,Canada,2013,female,1013.0,16819559.0,6.022750061401728
773,Canada,2013,male,3041.0,16495277.0,18.43558007543614
774,Cayman Islands,1994,female,0.0,15200.0,0.0
775,Cayman Islands,1994,male,0.0,14200.0,0.0
776,Chile,1987,female,125.0,5683300.0,2.1994263895975927
777,Chile,1987,male,568.0,5525700.0,10.279240639195034
778,Chile,1988,female,117.0,5745000.0,2.0365535248041775
779,Chile,1988,male,580.0,5561000.0,10.429778816759576
780,Chile,1989,female,99.0,5844000.0,1.6940451745379876
781,Chile,1989,male,626.0,5657000.0,11.065936008485062
782,Chile,1990,female,109.0,5950000.0,1.8319327731092436
783,Chile,1990,male,634.0,5759000.0,11.008855704115298
